Number,Player,Minutes,Off reb,Def reb,Tot reb,Assists,Fouls comm,Fouls against,Turnovers,Steals,Blocked shots,Blocked shot attempt,Efficiency,+/-,Pts,Home team,Guest team,Team,Game number,Starter,2m,2a,3m,3a,Fgm,Fga,Ftm,Fta
10,Dúi Þór Jónsson,3.183333333333333,,,,,1.0,,1.0,,,,-1.0,-4.0,,Stjarnan,Njarðvík,Stjarnan,31.0,,,,,,,,,
11,Tómas Þórður Hilmarsson,19.383333333333333,,4.0,4.0,,4.0,3.0,1.0,,1.0,,4.0,-3.0,5.0,Stjarnan,Njarðvík,Stjarnan,31.0,,2.0,4.0,0.0,2.0,2.0,6.0,1.0,2.0
13,Ingimundur Orri Jóhannsson,0.0,,,,,,,,,,,,,,Stjarnan,Njarðvík,Stjarnan,31.0,,,,,,,,,
14,Arnþór Freyr Guðmundsson,12.633333333333333,,1.0,1.0,1.0,3.0,1.0,2.0,,,,2.0,8.0,4.0,Stjarnan,Njarðvík,Stjarnan,31.0,,,,1.0,2.0,1.0,2.0,1.0,2.0
20,Urald King,26.85,3.0,10.0,13.0,,,3.0,1.0,2.0,2.0,1.0,23.0,2.0,16.0,Stjarnan,Njarðvík,Stjarnan,31.0,1.0,6.0,15.0,,,6.0,15.0,4.0,4.0
29,Orri Gunnarsson,0.0,,,,,,,,,,,,,,Stjarnan,Njarðvík,Stjarnan,31.0,,,,,,,,,
3,Chaz Calvaron Williams,33.61666666666667,,3.0,3.0,9.0,4.0,9.0,6.0,1.0,,1.0,19.0,-6.0,20.0,Stjarnan,Njarðvík,Njarðvík,31.0,1.0,5.0,11.0,2.0,4.0,7.0,15.0,4.0,4.0
5,Veigar Páll Alexandersson,0.0,,,,,,,,,,,,,,Stjarnan,Njarðvík,Njarðvík,31.0,,,,,,,,,
8,Kristinn Pálsson,23.533333333333335,4.0,2.0,6.0,1.0,1.0,,,,,2.0,4.0,-13.0,4.0,Stjarnan,Njarðvík,Njarðvík,31.0,1.0,2.0,7.0,0.0,2.0,2.0,9.0,,
9,Ólafur Helgi Jónsson,18.5,2.0,4.0,6.0,,3.0,1.0,1.0,,1.0,,6.0,-1.0,5.0,Stjarnan,Njarðvík,Njarðvík,31.0,,1.0,3.0,1.0,4.0,2.0,7.0,,
10,Jón Arnór Sverrisson,13.433333333333334,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,,,11.0,5.0,3.0,Stjarnan,Njarðvík,Njarðvík,31.0,,1.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0
13,Aurimas Majauskas,30.083333333333332,2.0,5.0,7.0,1.0,3.0,2.0,,,,,22.0,9.0,20.0,Stjarnan,Njarðvík,Njarðvík,31.0,1.0,8.0,10.0,1.0,4.0,9.0,14.0,1.0,2.0
14,Logi Gunnarsson,15.816666666666666,1.0,,1.0,1.0,1.0,2.0,,1.0,,,4.0,-7.0,8.0,Stjarnan,Njarðvík,Njarðvík,31.0,,1.0,4.0,2.0,5.0,3.0,9.0,0.0,1.0
15,Guðjón Karl Halldórsson,0.0,,,,,,,,,,,,,,Stjarnan,Njarðvík,Njarðvík,31.0,,,,,,,,,
23,Maciek Stanislav Baginski,33.7,,2.0,2.0,1.0,3.0,1.0,,1.0,,3.0,6.0,4.0,12.0,Stjarnan,Njarðvík,Njarðvík,31.0,1.0,0.0,7.0,4.0,7.0,4.0,14.0,,
31,Mario Matasovic,31.316666666666666,,8.0,8.0,5.0,1.0,4.0,2.0,1.0,2.0,,20.0,-16.0,12.0,Stjarnan,Njarðvík,Njarðvík,31.0,1.0,3.0,4.0,1.0,3.0,4.0,7.0,3.0,6.0
1,Miljan Rakic,22.866666666666667,,4.0,4.0,5.0,1.0,1.0,,,,,14.0,17.0,7.0,Grindavík,Fjölnir,Grindavík,32.0,,2.0,4.0,1.0,1.0,3.0,5.0,,
3,Seth Christian Le Day,28.2,4.0,6.0,10.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,31.0,14.0,23.0,Grindavík,Fjölnir,Grindavík,32.0,1.0,10.0,15.0,0.0,1.0,10.0,16.0,3.0,3.0
6,Sigtryggur Arnar Björnsson,22.35,4.0,3.0,7.0,2.0,4.0,4.0,3.0,1.0,,,23.0,-2.0,23.0,Grindavík,Fjölnir,Grindavík,32.0,1.0,4.0,9.0,4.0,6.0,8.0,15.0,3.0,3.0
7,Björgvin Hafþór Ríkharðsson,13.066666666666666,,3.0,3.0,3.0,2.0,,1.0,2.0,,,8.0,2.0,2.0,Grindavík,Fjölnir,Grindavík,32.0,,1.0,2.0,,,1.0,2.0,,
8,Kristófer Breki Gylfason,14.95,,1.0,1.0,,,,,1.0,,,5.0,8.0,3.0,Grindavík,Fjölnir,Grindavík,32.0,,,,1.0,1.0,1.0,1.0,,
10,Jens Valgeir Óskarsson,10.133333333333333,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,0.0,4.0,1.0,Grindavík,Fjölnir,Grindavík,32.0,,,,0.0,1.0,0.0,1.0,1.0,4.0
12,Sverrir Týr Sigurðsson,1.2666666666666666,,,,,,,,,,,0.0,,,Grindavík,Fjölnir,Grindavík,32.0,,,,,,,,,
13,Davíð Páll Hermannsson,0.0,,,,,,,,,,,,,,Grindavík,Fjölnir,Grindavík,32.0,,,,,,,,,
14,Ólafur Ólafsson,28.1,,2.0,2.0,2.0,3.0,3.0,,2.0,,,14.0,16.0,11.0,Grindavík,Fjölnir,Grindavík,32.0,1.0,4.0,4.0,0.0,3.0,4.0,7.0,3.0,3.0
15,Nökkvi Már Nökkvason,1.2666666666666666,,,,,,1.0,,,,,-1.0,,1.0,Grindavík,Fjölnir,Grindavík,32.0,,,,0.0,1.0,0.0,1.0,1.0,2.0
24,Ingvi Þór Guðmundsson,30.65,1.0,5.0,6.0,10.0,1.0,3.0,2.0,1.0,,,17.0,19.0,12.0,Grindavík,Fjölnir,Grindavík,32.0,1.0,2.0,9.0,2.0,5.0,4.0,14.0,2.0,2.0
42,Valdas Vasylius,27.15,4.0,2.0,6.0,2.0,1.0,1.0,3.0,2.0,,,7.0,2.0,8.0,Grindavík,Fjölnir,Grindavík,32.0,1.0,4.0,11.0,0.0,1.0,4.0,12.0,,
3,Jere Vucica,26.616666666666667,,8.0,8.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,-13.0,2.0,Grindavík,Fjölnir,Fjölnir,32.0,1.0,1.0,3.0,0.0,4.0,1.0,7.0,,
4,Rafn Kristján Kristjánsson,5.2,,2.0,2.0,1.0,2.0,,,,,,3.0,2.0,,Grindavík,Fjölnir,Fjölnir,32.0,,,,,,,,,
7,Viktor Lee Moses,27.933333333333334,3.0,5.0,8.0,1.0,,1.0,1.0,3.0,,,19.0,-14.0,13.0,Grindavík,Fjölnir,Fjölnir,32.0,1.0,4.0,7.0,1.0,3.0,5.0,10.0,2.0,2.0
8,Srdan Stojanovic,24.933333333333334,,2.0,2.0,3.0,1.0,6.0,,,,,10.0,-14.0,13.0,Grindavík,Fjölnir,Fjölnir,32.0,1.0,0.0,6.0,3.0,4.0,3.0,10.0,4.0,5.0
11,Róbert Sigurðsson,22.9,1.0,2.0,3.0,7.0,2.0,3.0,3.0,1.0,,,15.0,-9.0,12.0,Grindavík,Fjölnir,Fjölnir,32.0,1.0,1.0,3.0,2.0,4.0,3.0,7.0,4.0,5.0
13,Orri Hilmarsson,32.06666666666667,2.0,2.0,4.0,2.0,1.0,1.0,,,,,12.0,-15.0,11.0,Grindavík,Fjölnir,Fjölnir,32.0,1.0,0.0,2.0,3.0,6.0,3.0,8.0,2.0,2.0
14,Egill Agnar Októsson,15.066666666666666,1.0,,1.0,1.0,3.0,,1.0,,,,10.0,-2.0,10.0,Grindavík,Fjölnir,Fjölnir,32.0,,2.0,2.0,2.0,3.0,4.0,5.0,,
15,Viktor Máni Steffensen,5.2,,,,1.0,,1.0,,1.0,,,3.0,2.0,2.0,Grindavík,Fjölnir,Fjölnir,32.0,,0.0,1.0,,,0.0,1.0,2.0,2.0
16,Vilhjálmur Theodór Jónsson,18.983333333333334,,3.0,3.0,1.0,3.0,1.0,3.0,1.0,,1.0,-1.0,-7.0,2.0,Grindavík,Fjölnir,Fjölnir,32.0,,1.0,5.0,0.0,1.0,1.0,6.0,,
18,Gauti Björn Jónsson,1.2666666666666666,,,,,1.0,,,,,,0.0,,,Grindavík,Fjölnir,Fjölnir,32.0,,,,,,,,,
19,Guðjón Ari Logason,1.2666666666666666,,,,,,,,,,,0.0,,,Grindavík,Fjölnir,Fjölnir,32.0,,,,,,,,,
20,Tómas Heiðar Tómasson,18.566666666666666,,,,,4.0,,5.0,,,,2.0,-10.0,10.0,Grindavík,Fjölnir,Fjölnir,32.0,,2.0,3.0,2.0,4.0,4.0,7.0,,
1,Erlendur Ágúst Stefánsson,20.583333333333332,2.0,,2.0,,4.0,1.0,,,,,3.0,-6.0,4.0,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0
4,Hansel Giovanny Atencia Suarez,31.966666666666665,,3.0,3.0,2.0,4.0,2.0,,3.0,,,4.0,-12.0,10.0,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,1.0,5.0,14.0,0.0,5.0,5.0,19.0,,
8,Júlíus Orri Ágústsson,30.9,2.0,3.0,5.0,10.0,2.0,6.0,4.0,3.0,,,16.0,-8.0,6.0,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,1.0,1.0,2.0,0.0,3.0,1.0,5.0,4.0,4.0
12,Sigurður Traustason,0.0,,,,,,,,,,,,,,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,,,,,,,,,
14,Jamal Marcel Palmer,14.35,2.0,3.0,5.0,,,6.0,2.0,1.0,,,13.0,6.0,18.0,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,,6.0,9.0,0.0,2.0,6.0,11.0,6.0,10.0
15,Pablo Hernandez Montenegro,39.43333333333333,3.0,9.0,12.0,1.0,4.0,3.0,2.0,1.0,1.0,,25.0,-8.0,22.0,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,1.0,6.0,9.0,2.0,8.0,8.0,17.0,4.0,5.0
25,Baldur Örn Jóhannesson,12.366666666666667,1.0,2.0,3.0,,5.0,,2.0,,,1.0,-1.0,8.0,,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,,0.0,1.0,0.0,1.0,0.0,2.0,,
33,Terrence Christopher Motley,25.65,5.0,3.0,8.0,2.0,,4.0,3.0,2.0,1.0,,26.0,-16.0,26.0,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,1.0,9.0,15.0,2.0,5.0,11.0,20.0,2.0,3.0
34,Ragnar Ágústsson,9.533333333333333,,2.0,2.0,,2.0,1.0,,1.0,,,2.0,-7.0,,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,,,,0.0,1.0,0.0,1.0,,
41,Mantas Virbalas,4.266666666666667,,1.0,1.0,,,1.0,,,,,-1.0,3.0,,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,,,,,,,,0.0,2.0
42,Róbert Orri Heiðmarsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,,,,,,,,,
72,Kolbeinn Fannar Gíslason,10.95,1.0,,1.0,,2.0,,,,,,0.0,-10.0,,Þór Akureyri,Tindastóll,Þór Akureyri,33.0,1.0,0.0,1.0,,,0.0,1.0,,
4,Axel Kárason,17.083333333333332,,2.0,2.0,1.0,1.0,,1.0,,,,8.0,6.0,8.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,,1.0,2.0,2.0,3.0,3.0,5.0,,
5,Jaka Brodnik,33.833333333333336,7.0,11.0,18.0,3.0,3.0,4.0,1.0,2.0,1.0,,22.0,13.0,10.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,1.0,4.0,11.0,0.0,2.0,4.0,13.0,2.0,4.0
6,Friðrik Þór Stefánsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Tindastóll,Tindastóll,33.0,,,,,,,,,
7,Pétur Rúnar Birgisson,23.266666666666666,,3.0,3.0,3.0,4.0,6.0,4.0,2.0,,1.0,15.0,11.0,16.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,1.0,2.0,3.0,2.0,5.0,4.0,8.0,6.0,7.0
9,Deremy Terrell Geiger,28.866666666666667,,3.0,3.0,4.0,1.0,3.0,5.0,1.0,,,18.0,7.0,22.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,1.0,3.0,5.0,4.0,9.0,7.0,14.0,4.0,4.0
11,Sinisa Bilic,30.8,3.0,2.0,5.0,2.0,2.0,6.0,2.0,,,1.0,20.0,2.0,27.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,1.0,5.0,9.0,4.0,8.0,9.0,17.0,5.0,9.0
12,Viðar Ágústsson,22.983333333333334,2.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,,,3.0,-4.0,3.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,,1.0,1.0,0.0,7.0,1.0,8.0,1.0,1.0
13,Hlynur Freyr Einarsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Tindastóll,Tindastóll,33.0,,,,,,,,,
14,Helgi Rafn Viggósson,16.166666666666668,1.0,5.0,6.0,,4.0,1.0,1.0,1.0,,,6.0,-1.0,2.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,,1.0,2.0,0.0,1.0,1.0,3.0,,
21,Gerel Simmons,0.0,,,,,,,,,,,,,,Þór Akureyri,Tindastóll,Tindastóll,33.0,,,,,,,,,
33,Jasmin Perkovic,23.833333333333332,3.0,3.0,6.0,3.0,3.0,2.0,2.0,1.0,,,12.0,11.0,8.0,Þór Akureyri,Tindastóll,Tindastóll,33.0,1.0,2.0,3.0,0.0,3.0,2.0,6.0,4.0,4.0
35,Hannes Ingi Másson,3.1666666666666665,1.0,,1.0,,2.0,,,,,,0.0,5.0,,Þór Akureyri,Tindastóll,Tindastóll,33.0,,,,0.0,1.0,0.0,1.0,,
3,Sveinn Búi Birgisson,2.65,,1.0,1.0,,,,,2.0,,,3.0,5.0,,KR,ÍR,KR,34.0,,,,,,,,,
4,Brynjar Þór Björnsson,28.283333333333335,1.0,3.0,4.0,6.0,1.0,1.0,2.0,,,,25.0,12.0,21.0,KR,ÍR,KR,34.0,1.0,,,7.0,11.0,7.0,11.0,,
5,Dino Cinac,23.05,3.0,5.0,8.0,1.0,2.0,5.0,2.0,,,,25.0,21.0,21.0,KR,ÍR,KR,34.0,1.0,5.0,5.0,2.0,5.0,7.0,10.0,5.0,5.0
6,Kristófer Acox,22.816666666666666,1.0,8.0,9.0,4.0,1.0,3.0,1.0,1.0,,,26.0,10.0,16.0,KR,ÍR,KR,34.0,,7.0,8.0,,,7.0,8.0,2.0,4.0
7,Michael Craion,22.883333333333333,2.0,4.0,6.0,5.0,1.0,5.0,2.0,,1.0,1.0,12.0,15.0,9.0,KR,ÍR,KR,34.0,1.0,3.0,8.0,,,3.0,8.0,3.0,5.0
8,Matthías Orri Sigurðarson,31.65,,3.0,3.0,6.0,4.0,2.0,2.0,,,1.0,10.0,26.0,8.0,KR,ÍR,KR,34.0,1.0,0.0,1.0,2.0,6.0,2.0,7.0,2.0,2.0
9,Jón Arnór Stefánsson,17.6,,1.0,1.0,2.0,4.0,,2.0,1.0,,,8.0,10.0,8.0,KR,ÍR,KR,34.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,,
10,Helgi Már Magnússon,18.8,,3.0,3.0,3.0,,4.0,,1.0,,,19.0,7.0,14.0,KR,ÍR,KR,34.0,,1.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0
14,Benedikt Lárusson,2.65,,,,,1.0,,1.0,,,,-3.0,5.0,,KR,ÍR,KR,34.0,,0.0,1.0,0.0,1.0,0.0,2.0,,
24,Þorvaldur Orri Árnason,2.65,,1.0,1.0,,,2.0,1.0,,,,2.0,5.0,3.0,KR,ÍR,KR,34.0,,,,,,,,3.0,4.0
25,Jakob Örn Sigurðarson,25.016666666666666,1.0,1.0,2.0,4.0,3.0,1.0,1.0,,,,23.0,21.0,20.0,KR,ÍR,KR,34.0,,3.0,3.0,4.0,6.0,7.0,9.0,2.0,2.0
34,Eyjólfur Ásberg Halldórsson,1.95,,,,,,,,,,,0.0,3.0,,KR,ÍR,KR,34.0,,,,,,,,,
0,Evan Christopher Singletary,36.38333333333333,2.0,1.0,3.0,13.0,1.0,9.0,1.0,,,,30.0,-21.0,27.0,KR,ÍR,ÍR,34.0,1.0,4.0,6.0,4.0,12.0,8.0,18.0,7.0,9.0
5,Danil Kirjanovski,3.6166666666666667,1.0,1.0,2.0,,,,,,,,1.0,-7.0,,KR,ÍR,ÍR,34.0,,0.0,1.0,,,0.0,1.0,,
8,Trausti Eiríksson,10.4,,,,1.0,4.0,,1.0,,,,2.0,-4.0,2.0,KR,ÍR,ÍR,34.0,1.0,1.0,1.0,,,1.0,1.0,,
10,Sveinbjörn Claessen,10.233333333333333,1.0,,1.0,1.0,4.0,,,2.0,,,6.0,4.0,2.0,KR,ÍR,ÍR,34.0,,1.0,1.0,,,1.0,1.0,,
12,Arnar Geir Líndal,1.95,,1.0,1.0,,1.0,1.0,1.0,,,,-1.0,-3.0,,KR,ÍR,ÍR,34.0,,0.0,1.0,,,0.0,1.0,,
13,Skúli Kristjánsson,7.983333333333333,,1.0,1.0,,1.0,2.0,1.0,,,,-2.0,-10.0,2.0,KR,ÍR,ÍR,34.0,,,,0.0,2.0,0.0,2.0,2.0,4.0
14,Sæþór Elmar Kristjánsson,29.266666666666666,,,,,3.0,1.0,,,1.0,,5.0,-34.0,7.0,KR,ÍR,ÍR,34.0,1.0,2.0,3.0,1.0,3.0,3.0,6.0,,
15,Aron Orri Hilmarsson,1.0333333333333334,,,,,,,,,,,0.0,,,KR,ÍR,ÍR,34.0,,,,,,,,,
22,Hafliði Jökull Jóhannesson,8.683333333333334,,,,,2.0,,2.0,,,,-4.0,-10.0,,KR,ÍR,ÍR,34.0,1.0,,,0.0,2.0,0.0,2.0,,
24,Georgi Boyanov,36.38333333333333,1.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,,,28.0,-21.0,29.0,KR,ÍR,ÍR,34.0,1.0,11.0,18.0,2.0,4.0,13.0,22.0,1.0,1.0
33,Danero Thomas,31.25,3.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,,14.0,-18.0,16.0,KR,ÍR,ÍR,34.0,,2.0,6.0,4.0,11.0,6.0,17.0,,
49,Daði Berg Grétarsson,22.816666666666666,1.0,,1.0,4.0,4.0,2.0,,1.0,,1.0,8.0,-16.0,7.0,KR,ÍR,ÍR,34.0,,1.0,3.0,1.0,4.0,2.0,7.0,2.0,2.0
8,Hjálmar Stefánsson,20.15,1.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,,,11.0,4.0,8.0,Haukar,Þór Þorlákshöfn,Haukar,35.0,1.0,3.0,3.0,0.0,3.0,3.0,6.0,2.0,3.0
9,Haukur Óskarsson,24.033333333333335,,2.0,2.0,2.0,3.0,,1.0,,,,9.0,10.0,10.0,Haukar,Þór Þorlákshöfn,Haukar,35.0,,2.0,2.0,2.0,5.0,4.0,7.0,0.0,1.0
10,Ívar Barja,0.0,,,,,,,,,,,,,,Haukar,Þór Þorlákshöfn,Haukar,35.0,,,,,,,,,
11,Kristinn Marinósson,0.0,,,,,,,,,,,,,,Haukar,Þór Þorlákshöfn,Haukar,35.0,,,,,,,,,
12,Kári Jónsson,34.233333333333334,,5.0,5.0,10.0,1.0,5.0,4.0,2.0,,,29.0,5.0,20.0,Haukar,Þór Þorlákshöfn,Haukar,35.0,1.0,4.0,4.0,3.0,6.0,7.0,10.0,3.0,4.0
13,Breki Gylfason,12.65,,1.0,1.0,,3.0,1.0,,,,,1.0,-8.0,,Haukar,Þór Þorlákshöfn,Haukar,35.0,,,,,,,,,
14,Emil Barja,29.15,1.0,6.0,7.0,9.0,2.0,4.0,,2.0,2.0,,25.0,8.0,11.0,Haukar,Þór Þorlákshöfn,Haukar,35.0,1.0,3.0,4.0,1.0,4.0,4.0,8.0,2.0,4.0
15,Gerald Robinson,32.56666666666667,5.0,4.0,9.0,3.0,3.0,2.0,,2.0,1.0,3.0,21.0,5.0,19.0,Haukar,Þór Þorlákshöfn,Haukar,35.0,1.0,4.0,13.0,3.0,6.0,7.0,19.0,2.0,3.0
20,Yngvi Freyr Óskarsson,0.0,,,,,,,,,,,,,,Haukar,Þór Þorlákshöfn,Haukar,35.0,,,,,,,,,
21,Gunnar Ingi Harðarson,12.433333333333334,,2.0,2.0,,2.0,,,,,,7.0,-9.0,6.0,Haukar,Þór Þorlákshöfn,Haukar,35.0,,,,2.0,3.0,2.0,3.0,,
24,Flenard Whitfield,34.78333333333333,7.0,3.0,10.0,3.0,2.0,4.0,5.0,,5.0,2.0,18.0,15.0,18.0,Haukar,Þór Þorlákshöfn,Haukar,35.0,1.0,8.0,17.0,0.0,2.0,8.0,19.0,2.0,4.0
34,Ágúst Goði Kjartansson,0.0,,,,,,,,,,,,,,Haukar,Þór Þorlákshöfn,Haukar,35.0,,,,,,,,,
0,Tristan Rafn Ottósson,0.0,,,,,,,,,,,,,,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,,,,,,,,,
1,Ísak Júlíus Perdue,0.0,,,,,,,,,,,,,,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,,,,,,,,,
7,Emil Karel Einarsson,17.866666666666667,,1.0,1.0,1.0,2.0,,,1.0,,,3.0,-14.0,3.0,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,1.0,,,1.0,4.0,1.0,4.0,,
9,Halldór Garðar Hermannsson,30.833333333333332,1.0,3.0,4.0,4.0,3.0,6.0,6.0,3.0,,3.0,13.0,-11.0,16.0,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,1.0,4.0,7.0,1.0,4.0,5.0,11.0,5.0,7.0
13,Davíð Arnar Ágústsson,22.066666666666666,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,14.0,-2.0,13.0,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,,,,4.0,7.0,4.0,7.0,1.0,2.0
20,Dino Butorac,24.533333333333335,,3.0,3.0,5.0,2.0,1.0,,1.0,,1.0,12.0,5.0,7.0,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,,2.0,3.0,1.0,3.0,3.0,6.0,0.0,1.0
24,Marko Bakovic,19.5,,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,,9.0,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,1.0,0.0,2.0,3.0,5.0,3.0,7.0,,
25,Ragnar Örn Bragason,19.966666666666665,1.0,1.0,2.0,4.0,2.0,1.0,1.0,,,,8.0,8.0,7.0,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,,0.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0
33,Jerome Frink,38.43333333333333,1.0,8.0,9.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,36.0,-10.0,26.0,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,1.0,9.0,10.0,2.0,7.0,11.0,17.0,2.0,2.0
34,Styrmir Snær Þrastarson,0.0,,,,,,,,,,,,,,Haukar,Þór Þorlákshöfn,Þór Þorlákshöfn,35.0,,,,,,,,,
